brand,model,year,price_inr,horsepower,mileage,fuel_type,transmission,top_speed,resale_value,owner_type,notes
Rolls-Royce,Ghost,2011,60818581,566,7.0,Hybrid,Automatic,250,34940000.0,Second Owner,
Rolls-Royce,Ghost,2023,26090310,516,6.3,Petrol,Manual,231,14710000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2016,73101837,531,7.0,Petrol,Automatic,234,48530000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2015,37888866,520,6.0,Hybrid,Manual,246,26300000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2012,74678478,644,7.4,Petrol,Automatic,280,44650000.0,Third Owner,
Rolls-Royce,Ghost,2022,53858001,573,7.9,Diesel,Manual,317,33100000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2021,27759705,518,7.5,Petrol,Automatic,269,12370000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2013,67470679,606,7.9,Hybrid,Manual,243,32520000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2017,60786879,631,8.2,Hybrid,Automatic,302,29580000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2023,49661940,560,8.6,Diesel,Manual,249,22960000.0,First Owner,
Rolls-Royce,Ghost,2023,68841923,603,6.6,Diesel,Manual,249,36030000.0,First Owner,
Rolls-Royce,Ghost,2012,32595770,518,8.0,Diesel,Manual,254,19650000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2020,58643214,595,8.3,Diesel,Automatic,275,26320000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2019,47771562,599,7.7,Hybrid,Manual,280,27410000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2023,57706292,512,6.6,Petrol,Manual,292,32570000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2012,76600733,555,8.9,Diesel,Automatic,283,47350000.0,First Owner,
Rolls-Royce,Ghost,2016,54506398,644,6.1,Hybrid,Automatic,267,22090000.0,Third Owner,
Rolls-Royce,Ghost,2023,36559051,605,7.9,Diesel,Automatic,268,16990000.0,Second Owner,
Rolls-Royce,Ghost,2010,77329754,548,7.2,Petrol,Manual,311,49110000.0,Second Owner,
Rolls-Royce,Ghost,2010,62082506,573,8.3,Diesel,Automatic,326,26220000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2014,39485466,619,7.3,Hybrid,Manual,291,23310000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2010,59853176,573,7.2,Diesel,Automatic,265,33880000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2012,72978384,581,7.6,Petrol,Automatic,283,49200000.0,Second Owner,Well maintained
Rolls-Royce,Ghost,2016,46928723,645,6.1,Diesel,Manual,303,23230000.0,Third Owner,Imported
Rolls-Royce,Ghost,2016,74773739,645,7.4,Hybrid,Manual,240,32350000.0,Third Owner,Luxury edition
Rolls-Royce,Ghost,2016,42260940,629,6.6,Petrol,Automatic,246,19260000.0,Second Owner,
Rolls-Royce,Ghost,2013,28077530,542,6.2,Petrol,Manual,241,12900000.0,Third Owner,Imported
Rolls-Royce,Ghost,2013,69486639,551,6.7,Petrol,Manual,265,41470000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2016,44779597,621,6.8,Hybrid,Automatic,222,30190000.0,Third Owner,
Rolls-Royce,Ghost,2021,28402489,566,8.2,Hybrid,Automatic,307,19480000.0,Second Owner,Luxury edition
Rolls-Royce,Ghost,2014,60982038,500,6.3,Petrol,Manual,291,29270000.0,First Owner,Imported
Rolls-Royce,Ghost,2015,66099834,522,9.0,Diesel,Automatic,260,31290000.0,First Owner,
Rolls-Royce,Ghost,2022,38086381,544,8.4,Petrol,Manual,286,18690000.0,Second Owner,
Rolls-Royce,Ghost,2018,50646661,532,7.1,Hybrid,Manual,323,25720000.0,Second Owner,Single owner
Rolls-Royce,Ghost,2019,52064456,628,6.4,Petrol,Automatic,252,27220000.0,First Owner,Single owner
Rolls-Royce,Ghost,2013,42191744,562,7.2,Petrol,Automatic,233,28450000.0,Third Owner,
Rolls-Royce,Ghost,2017,56873243,566,8.8,Petrol,Automatic,223,25100000.0,Third Owner,
Rolls-Royce,Ghost,2011,53214185,505,6.3,Hybrid,Automatic,274,29020000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2016,40328818,524,7.3,Diesel,Automatic,281,26640000.0,First Owner,Imported
Rolls-Royce,Ghost,2014,36773540,510,6.1,Hybrid,Automatic,241,15600000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2022,65665680,566,7.5,Diesel,Manual,233,32710000.0,Third Owner,
Rolls-Royce,Ghost,2015,71177985,615,8.6,Hybrid,Automatic,293,45010000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2013,58770647,627,6.4,Hybrid,Automatic,307,25270000.0,Third Owner,
Rolls-Royce,Ghost,2016,38682649,530,6.7,Petrol,Automatic,314,24420000.0,Third Owner,
Rolls-Royce,Ghost,2021,25561187,543,7.1,Hybrid,Manual,313,13770000.0,First Owner,Imported
Rolls-Royce,Ghost,2010,39401900,603,6.5,Petrol,Manual,261,20040000.0,Third Owner,
Rolls-Royce,Ghost,2014,50784667,646,8.1,Petrol,Automatic,281,24020000.0,Third Owner,Well maintained
Rolls-Royce,Ghost,2015,52018930,568,6.7,Petrol,Automatic,320,23010000.0,First Owner,Single owner
Rolls-Royce,Ghost,2023,33531377,552,8.9,Petrol,Manual,295,21390000.0,Third Owner,Imported
Rolls-Royce,Ghost,2021,26737422,611,8.3,Diesel,Automatic,283,12460000.0,Third Owner,Imported
Rolls-Royce,Ghost,2019,53496930,594,8.7,Diesel,Manual,304,26020000.0,First Owner,Luxury edition
Rolls-Royce,Ghost,2014,37410209,558,6.4,Petrol,Automatic,230,20040000.0,First Owner,Well maintained
Rolls-Royce,Ghost,2020,76994190,634,6.5,Petrol,Automatic,293,52690000.0,Third Owner,Imported
Rolls-Royce,Ghost,2014,67457613,594,7.2,Petrol,Automatic,268,38160000.0,Third Owner,Single owner
Rolls-Royce,Ghost,2010,35012750,527,8.3,Petrol,Automatic,263,19180000.0,Second Owner,Luxury edition
